,10_SMA,10_WMA,10_EMA,Stochastic_K,Stochastic_D,RSI,MACD,Signal_Line,MACD_Histogram,Williams_%R,A/D Oscillator
20,142.8012496948242,146.03818220658735,144.6110613620414,75.5034943706973,72.75031227848405,67.50516660776684,3.0528229079500875,1.269497447338362,1.7833254606117257,-20.768738157208077,0.4872968081327492
21,144.7949996948242,148.14704478870738,146.39086727739465,79.95740448511597,76.35385838180001,76.57298787589713,3.681185107408936,1.751834979352477,1.9293501280564591,-0.0,1.0140628814697266
22,146.66374969482422,149.97749994451348,147.9311646909152,83.60151276054943,79.97768557117472,77.13921815282869,4.168436163731457,2.2351552162282733,1.9332809475031836,-0.0,0.9161298198084676
23,148.24250030517578,151.175,148.89822565620335,85.10327104680886,82.5404783089918,70.30354156700277,4.374049298730171,2.662934032728653,1.7111152660015176,-7.724565517402694,0.3172207777839243
24,150.19750061035157,152.3309101451527,149.93491301026012,87.55007175815112,85.04527503357146,72.64519684466966,4.592988289693608,3.048944884121644,1.5440434055719638,-1.286749168807758,0.85
25,152.02000122070314,153.1768202348189,150.8285662999429,89.78787494280883,87.41657498819015,73.0984571370337,4.73212296022399,3.385580499342113,1.346542460881876,-0.0630760794558359,0.8369290937512807
26,152.7562515258789,153.43227511319247,151.3006457093638,87.60812472162091,87.51234985490552,65.91517115115477,4.673528820924105,3.643170163658512,1.0303586572655932,-7.255520504731862,0.3285696847098214
27,153.23375244140624,154.02886685458097,152.16189305375505,89.86119295405348,88.6867714044795,71.78118001058002,4.782766945875835,3.8710895201019766,0.9116774257738584,-0.0,1.5888875325520833
28,153.5425018310547,154.40909312855115,152.7370028527527,90.01118804959344,89.34897972703646,68.09337454454094,4.757009567615341,4.04827352960465,0.7087360380106915,-3.6703615260906544,0.7247704880855389
29,153.86500091552733,154.4036376953125,152.8780017792053,85.82613274544282,87.58755623623964,59.17061898438029,4.538031455672041,4.146225114818129,0.3918063408539121,-25.313359501439447,0.2416128001572984
30,154.42250061035156,154.42136369185013,153.07518216416517,74.86870191710527,81.22812907667245,60.64782916885287,4.350649142121284,4.18710992027876,0.163539221842524,-27.124310114071776,0.743944008211228
31,154.73125152587892,154.9786368630149,153.87742232554564,79.43802884126795,80.33307895897019,70.34535279674337,4.435456901530728,4.236779316529153,0.1986775850015743,-0.0,1.122781831741543
