,10_SMA,10_WMA,10_EMA,Stochastic_K,Stochastic_D,RSI,MACD,Signal_Line,MACD_Histogram,Williams_%R,A/D Oscillator
20,75.67886123657226,75.53999245383523,75.23685126349892,59.43324466852958,68.12752167363847,36.33837690317785,0.9671127639379052,1.284399330333237,-0.3172865663953319,-97.02588150419336,0.5517811674870531
21,75.65480194091796,75.06668881503019,74.84391307434358,48.62720018334238,58.377360928490425,34.32009182533676,0.7277860543413794,1.1730766751348656,-0.4452906207934861,-100.0,0.4718870154837369
22,75.41326065063477,74.72041667591442,74.64507527460496,42.81618266593457,50.5967717972125,41.47168601207318,0.5858008729095303,1.0556215146897985,-0.4698206417802681,-83.33339616240058,0.6775065850312707
23,75.07548065185547,74.41720386851918,74.48153253557878,38.072432792114085,44.33460229466329,41.43530188419418,0.4675070055922532,0.9379986128702894,-0.4704916072780362,-83.44988125306291,0.4541493351035656
24,74.69571380615234,73.99013200239702,74.16245123605238,31.15017228445698,37.742387289560135,33.9973840577067,0.2882107761210619,0.8080410455204439,-0.5198302693993819,-100.0,0.0705868363160711
25,74.51455764770508,73.92460021972656,74.19387628430918,32.20373569137883,34.97306149046948,50.26124024858432,0.2727817019410423,0.7009891768045636,-0.4282074748635213,-63.41198477176738,1.1384179629502729
26,74.31972045898438,74.0369644165039,74.36454618352214,38.01230355771602,36.49268252409276,56.404294126465615,0.3211847965027772,0.6250283007442063,-0.3038435042414291,-45.27900495923984,0.6860819913225066
27,74.21640472412109,74.24136505126953,74.56079668655362,46.2349772889186,41.36382990650568,58.70266571501381,0.3802853149770868,0.5760797035907824,-0.1957943886136955,-37.59481228525423,0.8975631306158834
28,74.2230094909668,74.57605743408203,74.83287234892384,56.01043596366067,48.68713293508317,63.12138869873659,0.4711787336197517,0.5550995095965763,-0.0839207759768245,-23.51029290403744,0.5437180200959728
29,74.47870407104492,75.09739574085583,75.24332649970545,64.00853851572236,56.34783572540277,69.47087269157132,0.6194390782179511,0.5679674233208513,0.0514716548970998,-0.0,1.0342689015512194
