,Close,upordown
20,148.3874969482422,0.0
21,154.39999389648438,1.0
22,154.8625030517578,1.0
23,153.25,0.0
24,154.60000610351562,1.0
25,154.85000610351562,1.0
26,153.4250030517578,0.0
27,156.03750610351562,1.0
28,155.3249969482422,0.0
29,153.5124969482422,0.0
30,153.96249389648438,1.0
31,157.4875030517578,1.0
32,157.4250030517578,0.0
33,170.4875030517578,1.0
34,177.6125030517578,1.0
35,176.125,0.0
36,171.0124969482422,0.0
37,193.1750030517578,1.0
38,215.8374938964844,1.0
39,224.5375061035156,1.0
40,229.6625061035156,1.0
41,250.2375030517578,1.0
42,251.6374969482422,1.0
43,247.4250030517578,0.0
44,252.3125,1.0
45,250.625,0.0
46,248.0,0.0
47,249.5749969482422,1.0
48,247.7375030517578,0.0
49,247.6750030517578,0.0
50,246.8999938964844,0.0
51,249.8374938964844,1.0
52,251.4375,1.0
53,249.0375061035156,0.0
54,268.3999938964844,1.0
55,288.23748779296875,1.0
56,278.7749938964844,0.0
57,284.7749938964844,1.0
58,295.5874938964844,1.0
59,293.625,0.0
60,287.42498779296875,0.0
61,285.2250061035156,0.0
62,281.76251220703125,0.0
63,279.07501220703125,0.0
64,281.2250061035156,1.0
65,280.625,0.0
66,280.0625,0.0
67,278.1875,0.0
68,291.625,1.0
69,284.0625,0.0
70,284.98748779296875,1.0
71,281.42498779296875,0.0
72,274.0,0.0
73,260.4375,0.0
74,270.17498779296875,1.0
75,277.3500061035156,1.0
76,282.67498779296875,1.0
77,298.63751220703125,1.0
78,288.57501220703125,0.0
79,310.75,1.0
80,372.8999938964844,1.0
81,413.875,1.0
82,417.1499938964844,1.0
83,412.0499877929688,0.0
84,423.6875,1.0
85,418.1375122070313,0.0
86,417.3374938964844,0.0
87,416.0249938964844,0.0
88,410.4125061035156,0.0
89,410.7999877929688,1.0
90,419.4874877929688,1.0
91,411.9624938964844,0.0
92,421.8875122070313,1.0
93,444.8250122070313,1.0
94,461.4874877929688,1.0
95,466.8999938964844,1.0
96,450.9125061035156,0.0
97,495.2000122070313,1.0
98,474.6375122070313,0.0
99,444.1499938964844,0.0
100,440.5375061035156,0.0
101,436.8500061035156,0.0
102,442.8500061035156,1.0
103,448.25,1.0
104,437.9874877929688,0.0
105,435.7875061035156,0.0
106,448.4249877929688,1.0
107,448.4624938964844,1.0
108,441.4624938964844,0.0
109,448.7124938964844,1.0
110,446.2124938964844,0.0
111,443.2000122070313,0.0
112,434.7250061035156,0.0
113,414.8500061035156,0.0
114,417.6000061035156,1.0
115,411.5249938964844,0.0
116,420.9500122070313,1.0
117,422.5750122070313,1.0
118,413.6375122070313,0.0
119,414.4750061035156,1.0
120,420.2625122070313,1.0
121,396.7374877929688,0.0
122,373.0375061035156,0.0
123,374.2374877929688,1.0
124,358.875,0.0
125,373.8500061035156,1.0
126,365.8125,0.0
127,334.4375,0.0
128,323.13751220703125,0.0
129,325.73748779296875,1.0
130,339.48748779296875,1.0
131,329.6000061035156,0.0
132,343.54998779296875,1.0
133,373.4750061035156,1.0
134,359.11248779296875,0.0
135,363.8250122070313,1.0
136,359.36248779296875,0.0
137,362.0625,1.0
138,359.70001220703125,0.0
139,361.0249938964844,1.0
140,370.4375,1.0
141,368.8624877929688,0.0
142,367.8125,0.0
143,357.6875,0.0
144,357.5,0.0
145,356.7749938964844,0.0
146,335.25,0.0
147,335.7124938964844,1.0
148,342.9750061035156,1.0
149,344.0,1.0
150,353.7250061035156,1.0
151,349.75,0.0
152,349.17498779296875,0.0
153,351.98748779296875,1.0
154,373.625,1.0
155,380.4249877929688,1.0
156,363.5625,0.0
157,369.9375,1.0
158,377.2749938964844,1.0
159,380.0,1.0
160,375.2999877929688,0.0
161,379.4249877929688,1.0
162,375.6499938964844,0.0
163,377.375,1.0
164,369.1000061035156,0.0
165,397.3500061035156,1.0
166,401.6375122070313,1.0
167,412.2250061035156,1.0
168,406.2749938964844,0.0
169,389.5249938964844,0.0
170,386.0625,0.0
171,379.7875061035156,0.0
172,378.1499938964844,0.0
173,382.7250061035156,1.0
174,378.2000122070313,0.0
175,374.3374938964844,0.0
176,373.3250122070313,0.0
177,376.0499877929688,1.0
178,371.2000122070313,0.0
179,370.6875,0.0
180,367.9375,0.0
181,369.8125,1.0
182,389.9375,1.0
183,377.1124877929688,0.0
184,373.0249938964844,0.0
185,371.8500061035156,0.0
186,373.2250061035156,1.0
187,376.4874877929688,1.0
188,377.0125122070313,1.0
189,377.5125122070313,1.0
190,377.75,1.0
191,378.7124938964844,1.0
192,375.8125,0.0
193,375.3500061035156,0.0
194,374.9750061035156,0.0
195,372.6499938964844,0.0
196,371.7875061035156,0.0
197,370.1749877929688,0.0
198,364.6749877929688,0.0
199,358.9750061035156,0.0
200,364.6000061035156,1.0
201,364.8999938964844,1.0
202,359.375,0.0
203,357.26251220703125,0.0
204,353.88751220703125,0.0
205,352.73748779296875,0.0
206,350.4750061035156,0.0
207,348.76251220703125,0.0
208,356.4125061035156,1.0
209,356.8374938964844,1.0
210,350.7749938964844,0.0
211,348.7749938964844,0.0
212,365.4125061035156,1.0
213,376.7999877929688,1.0
214,383.4375,1.0
215,375.5,0.0
216,371.7000122070313,0.0
217,378.5,1.0
218,373.6749877929688,0.0
219,373.4500122070313,0.0
220,373.3374938964844,0.0
221,370.625,0.0
222,353.07501220703125,0.0
223,353.9750061035156,1.0
224,352.6625061035156,0.0
225,344.07501220703125,0.0
226,345.4750061035156,1.0
227,338.9125061035156,0.0
228,334.1000061035156,0.0
229,331.4125061035156,0.0
230,324.7250061035156,0.0
231,318.32501220703125,0.0
232,320.625,1.0
233,311.29998779296875,0.0
234,310.57501220703125,0.0
235,321.57501220703125,1.0
236,317.7250061035156,0.0
237,310.76251220703125,0.0
238,309.1000061035156,0.0
239,313.3125,1.0
240,311.11248779296875,0.0
241,319.32501220703125,1.0
242,317.9375,0.0
243,310.29998779296875,0.0
244,300.9624938964844,0.0
245,303.6875,1.0
246,299.7749938964844,0.0
247,296.8500061035156,0.0
248,302.63751220703125,1.0
249,304.7875061035156,1.0
250,299.01251220703125,0.0
251,323.1499938964844,1.0
252,328.07501220703125,1.0
253,324.9624938964844,0.0
254,322.4125061035156,0.0
255,331.42498779296875,1.0
256,326.63751220703125,0.0
257,321.29998779296875,0.0
258,320.57501220703125,0.0
259,320.4375,0.0
260,327.4125061035156,1.0
261,323.9375,0.0
262,322.5874938964844,0.0
263,323.0874938964844,1.0
264,338.9750061035156,1.0
265,324.9125061035156,0.0
266,320.63751220703125,0.0
267,317.0,0.0
268,318.9375,1.0
269,330.29998779296875,1.0
270,338.5874938964844,1.0
271,333.5249938964844,0.0
272,325.6875,0.0
273,329.7875061035156,1.0
274,326.0249938964844,0.0
275,326.11248779296875,1.0
276,324.9375,0.0
277,330.04998779296875,1.0
278,360.6000061035156,1.0
279,379.8500061035156,1.0
280,356.23748779296875,0.0
281,361.3500061035156,1.0
282,351.0375061035156,0.0
283,342.7875061035156,0.0
284,349.5874938964844,1.0
285,333.76251220703125,0.0
286,315.6000061035156,0.0
287,316.51251220703125,1.0
288,313.2250061035156,0.0
289,306.63751220703125,0.0
290,305.79998779296875,0.0
291,309.7124938964844,1.0
292,307.8125,0.0
293,301.7875061035156,0.0
294,291.42498779296875,0.0
295,289.86248779296875,0.0
296,286.9750061035156,0.0
297,278.0,0.0
298,263.5625,0.0
299,260.1625061035156,0.0
300,248.7624969482422,0.0
301,256.54998779296875,1.0
302,258.4375,1.0
303,258.79998779296875,1.0
304,257.3125,0.0
305,267.07501220703125,1.0
306,260.17498779296875,0.0
307,250.3999938964844,0.0
308,245.0,0.0
309,256.95001220703125,1.0
310,257.45001220703125,1.0
311,260.0,1.0
312,258.86248779296875,0.0
313,246.5375061035156,0.0
314,256.67498779296875,1.0
315,264.5375061035156,1.0
316,272.95001220703125,1.0
317,267.1625061035156,0.0
318,278.26251220703125,1.0
319,305.92498779296875,1.0
320,292.5625,0.0
321,285.625,0.0
322,287.0874938964844,1.0
323,282.4375,0.0
324,280.07501220703125,0.0
325,267.5874938964844,0.0
326,280.5,1.0
327,284.2124938964844,1.0
328,287.875,1.0
329,289.07501220703125,1.0
330,288.4750061035156,0.0
331,283.4750061035156,0.0
332,285.57501220703125,1.0
333,282.7250061035156,0.0
334,284.9375,1.0
335,280.98748779296875,0.0
336,283.13751220703125,1.0
337,280.0,0.0
338,271.36248779296875,0.0
339,275.98748779296875,1.0
340,272.26251220703125,0.0
341,261.375,0.0
342,254.0,0.0
343,248.8249969482422,0.0
344,245.1625061035156,0.0
345,240.7124938964844,0.0
346,239.5874938964844,0.0
347,226.6750030517578,0.0
348,206.4250030517578,0.0
349,176.5625,0.0
350,179.0500030517578,1.0
351,171.52499389648438,0.0
352,181.6499938964844,1.0
353,180.8999938964844,0.0
354,184.1875,1.0
355,177.4499969482422,0.0
356,171.1125030517578,0.0
357,187.75,1.0
358,199.4250030517578,1.0
359,194.3000030517578,0.0
360,191.0749969482422,0.0
361,181.2124938964844,0.0
362,179.28750610351562,0.0
363,170.6750030517578,0.0
364,167.75,0.0
365,168.22500610351562,1.0
366,168.35000610351562,1.0
367,168.78750610351562,1.0
368,166.1999969482422,0.0
369,167.71249389648438,1.0
370,168.08749389648438,1.0
371,174.6125030517578,1.0
372,172.875,0.0
373,175.1125030517578,1.0
374,175.9499969482422,1.0
375,172.1374969482422,0.0
376,171.5625,0.0
377,172.66250610351562,1.0
378,169.91250610351562,0.0
379,166.8625030517578,0.0
380,168.3874969482422,1.0
381,161.5124969482422,0.0
382,159.91250610351562,0.0
383,165.72500610351562,1.0
384,169.3625030517578,1.0
385,159.375,0.0
386,161.2375030517578,1.0
387,155.0749969482422,0.0
388,160.25,1.0
389,164.4375,1.0
390,164.875,1.0
391,170.03750610351562,1.0
392,171.66250610351562,1.0
393,172.39999389648438,1.0
394,180.9875030517578,1.0
395,176.3125,0.0
396,178.83749389648438,1.0
397,181.3625030517578,1.0
398,181.6000061035156,1.0
399,177.5500030517578,0.0
400,185.7124938964844,1.0
401,207.3125,1.0
402,201.4499969482422,0.0
403,207.4875030517578,1.0
404,205.7875061035156,0.0
405,214.9624938964844,1.0
406,228.3374938964844,1.0
407,232.8874969482422,1.0
408,220.0375061035156,0.0
409,211.5249938964844,0.0
410,208.6750030517578,0.0
411,201.1499938964844,0.0
412,203.1374969482422,1.0
413,203.4875030517578,1.0
414,225.6625061035156,1.0
415,228.3999938964844,1.0
